Date,arkk,tgt,unh
2016-03-29 16:00:00,18.83,82.97,129.83
2016-03-30 16:00:00,18.9,83.6,129.68
2016-03-31 16:00:00,19.13,82.28,128.9
2016-04-01 16:00:00,,82.76,129.92
2016-04-04 16:00:00,19.53,82.3,129.49
2016-04-05 16:00:00,19.4,82.1,127.04
2016-04-06 16:00:00,19.48,82.17,128.03
2016-04-07 16:00:00,19.5,81.57,126.87
2016-04-08 16:00:00,19.39,80.88,125.68
2016-04-11 16:00:00,,79.77,126.33
2016-04-12 16:00:00,19.49,80.78,126.8
2016-04-13 16:00:00,19.81,81.56,127.76
2016-04-14 16:00:00,20.02,81.78,127.98
2016-04-15 16:00:00,19.77,82.6,127.33
2016-04-18 16:00:00,19.82,83.42,127.81
2016-04-19 16:00:00,19.39,83.98,130.5
2016-04-20 16:00:00,19.56,82.87,133.93
2016-04-21 16:00:00,19.76,82.75,132.96
2016-04-22 16:00:00,19.71,82.33,134.13
2016-04-25 16:00:00,19.62,82.6,133.78
2016-04-26 16:00:00,19.57,82.6,134.24
2016-04-27 16:00:00,19.47,83.29,132.8
2016-04-28 16:00:00,19.6,81.33,132.07
2016-04-29 16:00:00,18.88,79.5,131.68
2016-05-02 16:00:00,19.0,80.12,132.1
2016-05-03 16:00:00,18.72,79.99,132.46
2016-05-04 16:00:00,18.21,79.71,132.03
2016-05-05 16:00:00,18.16,78.13,132.31
